Mouvement,Gender,Index,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc
1,1,48,1.77333,1.77911,1.78301,1.77858,1.76952,1.75917,1.74946,1.74223,1.73833,1.73522,1.73246,1.72775,1.71745,1.69645,1.66288,1.61128,1.55201,1.49262,1.45474,1.44433,1.45044,1.46634,1.49153,1.52283,1.55859,1.59724,1.63603,1.67363,1.70221,1.71204,1.7148,1.71074,1.71316,1.72205,1.73931,1.75466,1.76526,1.77715,1.77277,1.76131,1.7694,1.7766,1.77842,1.77728,1.7793,1.77862,1.77575,1.77234,1.76664,1.75835,1.74722,1.73518,1.72912,1.72939,1.72379,1.70849,1.68291,1.64683,1.59919,1.5376
1,1,49,1.3392,1.30513,1.2903,1.29753,1.32856,1.37376,1.43113,1.49389,1.55317,1.61275,1.68217,1.73657,1.75443,1.75424,1.75297,1.75493,1.76733,1.78879,1.78818,1.76388,1.75774,1.76777,1.77189,1.78418,1.79615,1.79845,1.80811,1.8173,1.81842,1.81827,1.81212,1.78732,1.74485,1.70064,1.65376,1.60006,1.53356,1.46387,1.41974,1.38809,1.35721,1.34235,1.35357,1.38014,1.41403,1.4524,1.49115,1.5333,1.57908,1.6178,1.63387,1.62358,1.60837,1.61146,1.61871,1.62315,1.63661,1.66665,1.68594,1.69342
1,0,50,1.4167,1.4171,1.41409,1.40806,1.40149,1.39179,1.37395,1.34225,1.29726,1.24863,1.21234,1.19085,1.19352,1.21278,1.23746,1.27251,1.31635,1.35853,1.38529,1.38387,1.3733,1.367,1.35633,1.36379,1.38612,1.40789,1.40725,1.38506,1.36308,1.35416,1.3672,1.38498,1.39761,1.40522,1.40535,1.40596,1.41457,1.4219,1.42617,1.42621,1.42201,1.41733,1.41289,1.40973,1.40596,1.39764,1.38346,1.35893,1.31779,1.26485,1.21832,1.19434,1.17901
1,1,51,1.6484,1.64417,1.63475,1.62303,1.61109,1.59089,1.56063,1.51863,1.46839,1.41499,1.36843,1.34348,1.33095,1.3231,1.32052,1.32913,1.34885,1.37505,1.40861,1.44826,1.48923,1.52508,1.55013,1.56737,1.58439,1.60562,1.6277,1.64734,1.67927,1.6805,1.66507,1.65661,1.65162,1.63538,1.62442,1.62672,1.62916,1.64035,1.64717,1.64793,1.64315,1.637,1.6313,1.62141,1.60351,1.58191,1.54994,1.50317,1.4501,1.39955,1.35231,1.32285,1.31056,1.30854,1.31182,1.32165,1.33997,1.36236,1.38765,1.41857
1,1,52,1.55498,1.60548,1.62468,1.64077,1.66499,1.68708,1.70146,1.702,1.69524,1.69044,1.69571,1.70333,1.67728,1.6543,1.68164,1.71328,1.71823,1.7036,1.69633,1.67428,1.62957,1.5698,1.50423,1.4499,1.4078,1.37575,1.35074,1.34247,1.36204,1.40939,1.47578,1.54556,1.61227,1.66524,1.67784,1.69428,1.71435,1.72605,1.72749,1.72971,1.74453,1.73681,1.68278,1.66566,1.70975,1.74394,1.74685,1.74137,1.73064,1.69328,1.63684,1.57404,1.51732,1.4795,1.45268,1.42693,1.41337,1.41958,1.45108,1.50749
1,1,53,1.33102,1.27167,1.23932,1.23197,1.23814,1.258,1.28711,1.32252,1.37097,1.43103,1.48582,1.52404,1.55015,1.56805,1.58013,1.59093,1.59261,1.58276,1.57601,1.57212,1.5668,1.53983,1.52107,1.51026,1.49743,1.46299,1.39971,1.31726,1.25454,1.2183,1.20436,1.21637,1.24362,1.28145,1.32388,1.37261,1.42708,1.47507,1.51558,1.55251,1.57466,1.5816,1.57896,1.57259,1.56828,1.55907,1.53639,1.51136,1.4974,1.49004,1.48422,1.44909,1.3841,1.29648,1.2234,1.21014,1.25234
1,1,54,1.20015,1.21097,1.22058,1.21148,1.19978,1.17997,1.16505,1.14611,1.10849,1.07041,1.0425,1.03422,1.03672,1.04816,1.07241,1.10398,1.13142,1.15235,1.16749,1.17908,1.18778,1.19624,1.2049,1.21619,1.22137,1.21235,1.20611,1.20829,1.21171,1.21308,1.21022,1.2014,1.18741,1.1795,1.17315,1.16882,1.16422,1.15281,1.13556,1.11871,1.11359,1.12867,1.15588,1.17905,1.19387,1.19954,1.20002,1.19636,1.19098,1.18422,1.17458,1.16191,1.15178,1.14524,1.14138,1.14298,1.15027,1.16439,1.18205,1.18926
1,1,55,1.67814,1.65002,1.60862,1.55556,1.50726,1.4778,1.43866,1.37944,1.30168,1.27135,1.28992,1.32097,1.36385,1.40919,1.4607,1.51847,1.57495,1.62251,1.67449,1.71999,1.73129,1.70469,1.63605,1.58902,1.60639,1.62893,1.65365,1.65983,1.67193,1.69864,1.72287,1.73554,1.73587,1.73001,1.72516,1.71838,1.70938,1.70251,1.69284,1.68038,1.66821,1.66525,1.67343,1.67823,1.68131,1.70257,1.72022,1.70553,1.66815,1.64444,1.62117,1.59578,1.5773,1.5688,1.57223,1.58367,1.60013,1.62282,1.64653,1.65576
1,0,56,1.44391,1.44886,1.45569,1.45936,1.45573,1.45589,1.46593,1.48457,1.51404,1.55534,1.58881,1.61414,1.63421,1.65143,1.66806,1.68371,1.69746,1.70883,1.71834,1.72675,1.73578,1.74673,1.75984,1.77377,1.78629,1.7963,1.80485,1.80987,1.80589,1.78733,1.75387,1.70918,1.65676,1.60461,1.55946,1.51798,1.48025,1.44943,1.42757,1.41067,1.39628,1.38402,1.37349,1.36648,1.36493,1.36458,1.36167,1.35839,1.36277,1.37859,1.40115,1.42402,1.43972,1.44213,1.43607,1.43182,1.43363,1.44404,1.44959,1.45226
1,1,57,1.68081,1.71249,1.73511,1.73691,1.7346,1.72986,1.72584,1.72344,1.71702,1.70469,1.68567,1.65882,1.61394,1.5462,1.4702,1.37875,1.3077,1.27788,1.27316,1.29287,1.3267,1.36319,1.40973,1.46911,1.53164,1.5855,1.61491,1.63795,1.66962,1.68755,1.69524,1.6996,1.69746,1.68394,1.67922,1.69051,1.71572,1.73397,1.73567,1.72556,1.71407,1.7104,1.71343,1.71724,1.71887,1.71265,1.70313,1.68618,1.6627,1.63216,1.59315,1.54788,1.48901,1.44124,1.41326,1.4154,1.43472,1.44957,1.463,1.47955
1,0,58,1.72981,1.71028,1.69107,1.67327,1.65852,1.64779,1.64057,1.63605,1.63294,1.62986,1.62661,1.6218,1.61582,1.60802,1.59741,1.58859,1.58442,1.5801,1.57122,1.55834,1.54745,1.54373,1.54863,1.55145,1.5466,1.54389,1.55054,1.56409,1.58147,1.59668,1.6065,1.61389,1.62278,1.63305,1.64115,1.64819,1.65381,1.65867,1.66077,1.65811,1.64901,1.63625,1.62582,1.61599,1.6047,1.59444,1.58653,1.57922,1.57437,1.57076,1.56059,1.5445,1.52788,1.51541,1.49721,1.47968,1.4686,1.46321,1.46416,1.46802
1,0,59,1.65988,1.66437,1.66814,1.67231,1.67854,1.68335,1.68603,1.68725,1.68872,1.68935,1.68647,1.68357,1.69095,1.70522,1.71928,1.72386,1.72136,1.72567,1.73242,1.73374,1.72847,1.72144,1.71754,1.71697,1.71917,1.72279,1.72635,1.72621,1.72083,1.71595,1.71755,1.72287,1.72411,1.71477,1.69217,1.65907,1.6278,1.61898,1.63624,1.64987,1.65315,1.64822,1.64568,1.65158,1.66273,1.67774,1.69218,1.70204,1.70616,1.70342,1.69798,1.69731
1,1,60,1.40485,1.3869,1.35435,1.30818,1.25697,1.20279,1.14538,1.10201,1.06565,1.03981,1.0329,1.03899,1.05909,1.0905,1.13377,1.18945,1.24763,1.2976,1.33695,1.36175,1.38463,1.41284,1.43262,1.44025,1.44029,1.43853,1.43145,1.41807,1.42612,1.43814,1.43394,1.42943,1.41723,1.40705,1.39815,1.39463,1.39858,1.40391,1.40303,1.40071,1.40169,1.40271,1.39765,1.38863,1.37709,1.35598,1.3205,1.27635,1.22887,1.18201,1.13945,1.10632,1.0826,1.07738,1.08999,1.10813,1.13551,1.17461,1.2225,1.26796
1,1,61,1.2773,1.23925,1.21246,1.22256,1.25009,1.28664,1.32757,1.36963,1.41544,1.46603,1.51297,1.54819,1.5629,1.56448,1.56349,1.57125,1.58302,1.58366,1.58524,1.5779,1.56182,1.55861,1.56555,1.57991,1.59819,1.61614,1.63085,1.64288,1.65325,1.66251,1.66985,1.67305,1.67142,1.66602,1.65737,1.64664,1.63491,1.61997,1.5971,1.56133,1.51142,1.44934,1.38132,1.31703,1.26696,1.23174,1.20715,1.19573,1.20686,1.22556,1.2537,1.29217,1.33683,1.38287,1.42919,1.47421,1.51288
1,1,62,1.44543,1.43646,1.42982,1.4282,1.42388,1.41072,1.38995,1.36172,1.33373,1.30416,1.27119,1.24169,1.21785,1.19756,1.18142,1.17085,1.1645,1.16377,1.17036,1.1857,1.21089,1.2437,1.28225,1.3159,1.33792,1.34664,1.34534,1.34104,1.33529,1.33015,1.33114,1.33124,1.33178,1.34648,1.36263,1.37805,1.39764,1.40679,1.40933,1.4147,1.4211,1.42458,1.42554,1.42429,1.42136,1.41739,1.41368,1.41184,1.41061,1.40845,1.40366,1.39942,1.3981,1.39341,1.38729,1.38256,1.37863,1.3721,1.35953,1.34185
1,1,63,1.73826,1.72715,1.71889,1.71603,1.72008,1.73515,1.76052,1.78177,1.76499,1.71601,1.6631,1.61588,1.5765,1.54032,1.5071,1.47329,1.44087,1.41276,1.38956,1.37218,1.36326,1.36536,1.37798,1.40175,1.43668,1.48256,1.53275,1.57968,1.61394,1.63786,1.66057,1.67899,1.68916,1.69981,1.71156,1.70937,1.71512,1.71621,1.71686,1.71163,1.70238,1.69826,1.70379,1.70222,1.67524,1.62343,1.55676,1.49182,1.43277,1.38672,1.36076,1.3492,1.3497,1.36113,1.39222,1.44654,1.52126,1.59649,1.64727,1.67423
1,0,64,1.41525,1.44411,1.47274,1.49716,1.516,1.52867,1.53723,1.54582,1.55729,1.57115,1.58523,1.59731,1.60686,1.61494,1.62074,1.61515,1.61702,1.62749,1.63992,1.63878,1.63071,1.62851,1.63402,1.64533,1.66166,1.68102,1.69911,1.71153,1.71663,1.71698,1.71381,1.70544,1.69444,1.68163,1.66553,1.6461,1.62074,1.58503,1.53303,1.46396,1.39017,1.3272,1.28097,1.24578,1.25565,1.28681,1.32174,1.36245,1.40885,1.45674,1.50119,1.54075,1.57289,1.58683,1.58979,1.60236
1,0,65,1.74478,1.72092,1.69266,1.66161,1.63064,1.60147,1.58131,1.57144,1.56735,1.56466,1.55905,1.54924,1.53756,1.52329,1.50582,1.48542,1.46224,1.43879,1.42453,1.42395,1.42971,1.43432,1.43739,1.44759,1.46906,1.49354,1.51687,1.53527,1.53808,1.52674,1.53295,1.55833,1.60035,1.64179,1.66007,1.66849,1.67895,1.69125,1.70261,1.71399,1.72436,1.73123,1.7327,1.73073,1.72886,1.72868,1.72984,1.73159,1.72408,1.69472,1.64586,1.57847,1.48956,1.39896,1.32541,1.2615,1.21448,1.18369,1.16691
1,0,66,1.49732,1.5063,1.5151,1.52147,1.52436,1.52365,1.52053,1.51806,1.51932,1.52262,1.52718,1.53079,1.52735,1.52357,1.52182,1.51648,1.50969,1.50142,1.49183,1.48244,1.47909,1.4831,1.49219,1.49952,1.50352,1.50441,1.50354,1.50307,1.50371,1.50361,1.50126,1.49821,1.49384,1.48736,1.47795,1.46097,1.43642,1.41102,1.38864,1.36923,1.35179,1.33759,1.33238,1.33757,1.34719,1.35968,1.37543,1.39438,1.41658,1.43956,1.45848,1.47098,1.47909,1.48517,1.49258,1.50069,1.5055,1.5062,1.503,1.49916
1,1,67,1.24661,1.25355,1.2736,1.30402,1.34105,1.38143,1.423,1.4675,1.5123,1.5372,1.5288,1.50765,1.48503,1.46451,1.46713,1.47317,1.486,1.49122,1.47123,1.47558,1.4953,1.51524,1.5423,1.5751,1.61461,1.66996,1.71507,1.7244,1.71685,1.71036,1.68688,1.66406,1.65337,1.64653,1.63267,1.57986,1.54362,1.57784,1.62582,1.6638,1.6794,1.66564,1.62662,1.58442,1.5437,1.50051,1.48758,1.49784,1.51011,1.522,1.5172,1.50045,1.48692,1.48655,1.49201,1.49853,1.5088,1.52317,1.54062,1.56141
1,0,68,1.55533,1.58185,1.59348,1.588,1.57298,1.5621,1.55821,1.54963,1.51946,1.4767,1.46779,1.46571,1.48224,1.51497,1.55938,1.60461,1.65075,1.69526,1.73511,1.76834,1.79344,1.81026,1.8162,1.81254,1.80735,1.80334,1.80094,1.79953,1.79651,1.78973,1.77828,1.76291,1.738,1.70083,1.66259,1.62845,1.59752,1.56633,1.53473,1.50864,1.489,1.47392,1.46179,1.45352,1.45003,1.45142,1.45743,1.46695,1.4773,1.48873,1.50303,1.51464,1.51993,1.51441,1.50146,1.49285,1.48531,1.4878,1.49891,1.51731
1,1,69,1.46042,1.41858,1.36727,1.31042,1.28911,1.34257,1.40119,1.45853,1.50793,1.53464,1.54303,1.55086,1.56802,1.58861,1.60618,1.62101,1.62642,1.62218,1.61822,1.60893,1.59288,1.58663,1.58633,1.58336,1.58303,1.58624,1.59177,1.59662,1.59814,1.59608,1.59127,1.58486,1.57742,1.56912,1.56051,1.55191,1.5408,1.52397,1.50153,1.47793,1.45833,1.44718,1.44434,1.44649,1.45108,1.45415,1.45196,1.44968,1.4521,1.4531,1.45007,1.44923,1.45152,1.45508
1,0,70,1.67901,1.67149,1.66797,1.661,1.64557,1.617,1.57923,1.54056,1.50166,1.46443,1.42592,1.43284,1.44965,1.47611,1.50742,1.54028,1.57124,1.60188,1.6304,1.6522,1.66887,1.6871,1.70965,1.73339,1.74033,1.74919,1.75056,1.7347,1.72783,1.73855,1.73831,1.74429,1.7572,1.77293,1.7904,1.80532,1.81402,1.81499,1.80941,1.80165,1.78802,1.76786,1.74101,1.71519,1.69375,1.67279,1.65828,1.65017,1.63954,1.62959,1.61658,1.60413,1.5964,1.59349,1.5946,1.59925,1.60656
1,0,71,1.45182,1.42182,1.38427,1.39518,1.41608,1.42935,1.44176,1.46278,1.48931,1.5139,1.53372,1.54623,1.55616,1.56731,1.57656,1.57383,1.5629,1.55754,1.56817,1.56315,1.54715,1.55264,1.55616,1.55371,1.55742,1.56223,1.56008,1.55207,1.542,1.53213,1.51738,1.49486,1.46206,1.43075,1.4196,1.42057,1.43291,1.44966,1.45846,1.46822,1.47818,1.49037,1.51183,1.53801,1.56198,1.57943,1.5941,1.60579,1.6093,1.60216,1.58858,1.57225,1.56493,1.57368,1.57959
1,1,72,1.10726,1.16794,1.22594,1.26728,1.30679,1.34722,1.38309,1.43582,1.48,1.51845,1.5602,1.59806,1.63178,1.66212,1.69058,1.71997,1.75018,1.77578,1.79123,1.79622,1.78827,1.76694,1.73755,1.7129,1.69769,1.68493,1.66933,1.65261,1.63608,1.6227,1.61311,1.60331,1.59179,1.58202,1.57464,1.56735,1.55874,1.55228,1.55002,1.55282,1.56144,1.58314,1.62335,1.67488,1.73528,1.79508,1.82449,1.79907,1.75787,1.71626,1.67646,1.63551,1.59856,1.56596,1.53567
2,1,73,1.07829,1.09158,1.05925,1.05002,1.0822,1.11588,1.11538,1.11558,1.14005,1.18106,1.22031,1.24533,1.2668,1.26997,1.27673,1.28203,1.28769,1.29627,1.2942,1.28182,1.27302,1.25838,1.23576,1.20217,1.1582,1.11102,1.05211,0.990137,0.940712,0.904973,0.878225,0.87032,0.891387,0.932097,0.981821,1.028,1.06744,1.09594,1.0845,1.08178,1.11231,1.12608,1.1175,1.12824,1.1642,1.20171,1.23153,1.25583,1.26333,1.26317,1.2673,1.27461,1.28269,1.29345,1.28918,1.27902,1.27076,1.25298,1.22503,1.18533
2,0,74,0.979129,0.981052,0.984455,0.986451,0.987545,0.98831,0.988002,0.988181,0.989821,0.992077,0.992651,0.992983,0.995316,0.997832,1.00025,1.0032,1.00948,1.0196,1.03022,1.04424,1.06145,1.07684,1.08896,1.08794,1.07933,1.07457,1.07648,1.07815,1.0761,1.0703,1.06261,1.05627,1.0454,1.03377,1.01798,1.00689,0.999599,0.993783,0.990176,0.992483,0.995369,0.996321,0.997215,0.998643,0.999637,1.00145,1.00382,1.00533,1.00369,0.990205,1.00193,1.00289,1.01214,1.02901,1.04527,1.05367,1.05578,1.04958,1.03882,1.03499
2,1,75,1.52883,1.54033,1.57981,1.63195,1.66302,1.68114,1.67587,1.63561,1.58634,1.49845,1.37845,1.27401,1.18777,1.11898,1.08345,1.09185,1.12208,1.16965,1.22971,1.31503,1.40651,1.48118,1.50508,1.49853,1.49623,1.52102,1.47621,1.4911,1.58485,1.67671,1.74086,1.72483,1.70378,1.66044,1.61612,1.57873,1.54543,1.53332,1.53864,1.56295,1.6033,1.63876,1.66423,1.67722,1.66423,1.6357,1.59218,1.50229,1.39112,1.3091,1.23261,1.1624,1.11754,1.11654,1.15098,1.20729,1.2743,1.36544,1.44653,1.49975
2,1,76,1.56947,1.5887,1.60548,1.61633,1.62294,1.62583,1.62575,1.62469,1.62361,1.62491,1.62968,1.63565,1.64062,1.6426,1.64139,1.63115,1.64891,1.66326,1.65867,1.63698,1.61093,1.5731,1.5328,1.50462,1.48197,1.46068,1.44144,1.42547,1.41347,1.40878,1.41064,1.42514,1.44512,1.45757,1.46375,1.4821,1.54245,1.6098,1.66632,1.70369,1.73323,1.77014,1.78281,1.75917,1.71984,1.6864,1.66514,1.66178,1.67427,1.70025,1.7387,1.77785,1.80326,1.81958,1.83323,1.83248,1.82629,1.78893,1.74527,1.67953
2,1,77,1.78094,1.72801,1.62305,1.52504,1.45706,1.40326,1.3575,1.31265,1.27579,1.25776,1.26646,1.30195,1.35893,1.41925,1.46048,1.45585,1.42238,1.41477,1.40969,1.42105,1.43695,1.47929,1.57801,1.67476,1.75751,1.81614,1.78917,1.76174,1.73469,1.7078,1.67936,1.6674,1.6839,1.71773,1.75879,1.79866,1.81109,1.74984,1.6412,1.54354,1.47501,1.42326,1.38143,1.34472,1.31446,1.29668,1.30246,1.34228,1.40307,1.45726,1.48406,1.46787,1.44032,1.40636,1.39012,1.39456,1.41035,1.4815,1.5932,1.68986
2,1,78,1.17622,1.1929,1.20458,1.23404,1.26802,1.2984,1.32151,1.32805,1.32787,1.32853,1.31796,1.29019,1.2581,1.23596,1.2069,1.17181,1.14757,1.11591,1.0885,1.06938,1.05709,1.05256,1.05816,1.07302,1.09675,1.12393,1.14466,1.15652,1.14834,1.12548,1.11377,1.12799,1.12926,1.13342,1.16752,1.22622,1.2732,1.2879,1.29602,1.2984,1.30147,1.30312,1.30827,1.29064,1.27782,1.2596,1.23227,1.2059
2,1,79,1.66844,1.7523,1.81651,1.6232,1.50103,1.42696,1.36316,1.32197,1.29354,1.26644,1.2632,1.30746,1.38662,1.47139,1.52668,1.54187,1.51729,1.50502,1.55355,1.59135,1.67973,1.77022,1.8485,1.75974,1.63253,1.51749,1.45256,1.38784,1.33765,1.38143,1.40222,1.4591,1.541,1.61232,1.68075,1.75708,1.83209,1.69698,1.54672,1.47139,1.40087,1.35646,1.3188,1.29536,1.28775,1.3167,1.39649,1.48467,1.5478,1.57292,1.55158,1.52492,1.53,1.55192,1.619,1.71038,1.82568,1.80466,1.67499,1.52643
2,0,80,1.49303,1.43791,1.3814,1.33396,1.29395,1.26256,1.24004,1.23541,1.24294,1.25507,1.27517,1.3066,1.34613,1.38336,1.41038,1.42045,1.40946,1.39764,1.35421,1.29964,1.2983,1.36037,1.41851,1.46485,1.52442,1.5677,1.59634,1.60023,1.59892,1.60372,1.61919,1.64654,1.6786,1.706,1.72155,1.7215,1.70676,1.67255,1.58966,1.49081,1.4228,1.3677,1.31706,1.27172,1.2315,1.201,1.20458,1.21618,1.231,1.24925,1.2732,1.3064,1.33963,1.36679,1.38301,1.38421,1.38299,1.38359,1.35365,1.32718
2,1,81,1.77201,1.78214,1.74515,1.73351,1.78367,1.84323,1.75772,1.68701,1.62902,1.43522,1.27722,1.29957,1.30147,1.26744,1.20699,1.20108,1.26937,1.33249,1.38298,1.44427,1.53173,1.62527,1.7117,1.78255,1.79493,1.75517,1.69244,1.62324,1.52879,1.4679,1.44496,1.46932,1.53331,1.60999,1.68867,1.76219,1.77944,1.79316,1.77177,1.75114,1.76636,1.81985,1.76925,1.71737,1.65906,1.57018,1.34241,1.34183,1.35458,1.30711,1.25677,1.23129,1.2482,1.28645,1.32793,1.39771,1.48537,1.57563,1.66359,1.7424
2,0,82,1.56824,1.56446,1.56039,1.55547,1.55208,1.55588,1.56706,1.58385,1.60308,1.6244,1.64657,1.65768,1.64974,1.64515,1.64399,1.63761,1.62805,1.60631,1.57223,1.53013,1.4834,1.44282,1.41938,1.41051,1.41284,1.42812,1.453,1.48296,1.52752,1.56033,1.58484,1.61097,1.63498,1.65089,1.65399,1.65098,1.64632,1.63851,1.63113,1.62462,1.62631,1.63844,1.6595,1.68527,1.71055,1.73611,1.73356,1.72144,1.72254,1.72058,1.71292,1.69509,1.65299,1.59967,1.55493,1.52581,1.50582,1.50027,1.50714,1.52672
2,0,83,1.72679,1.7278,1.73284,1.74215,1.76245,1.78585,1.78657,1.72334,1.68837,1.65087,1.61454,1.58356,1.56239,1.54938,1.54515,1.54924,1.55938,1.56877,1.57482,1.57456,1.57473,1.58856,1.60814,1.61298,1.61749,1.6237,1.62322,1.61027,1.58996,1.57038,1.5593,1.56223,1.57207,1.57982,1.5917,1.60563,1.6285,1.65417,1.67717,1.69805,1.70347,1.69071,1.6678,1.63447,1.59009,1.55343,1.5231,1.50089,1.4886,1.48944,1.50344,1.51978,1.53443,1.54968,1.56402,1.56672,1.54355,1.51676
2,1,84,1.21068,1.13914,1.07417,1.02243,0.988096,0.970293,0.971572,1.00342,1.07151,1.15118,1.20073,1.22217,1.19589,1.17896,1.17016,1.14972,1.12652,1.16196,1.19079,1.24013,1.28469,1.31082,1.34006,1.37967,1.40184,1.41324,1.43568,1.4607,1.48041,1.48896,1.48365,1.46259,1.4296,1.38277,1.32653,1.27157,1.21019,1.13975,1.07243,1.01245,0.932358,0.970936,1.0417,1.11362,1.15731,1.18076,1.15899,1.13946,1.13036,1.10789,1.08373,1.12441,1.15854,1.2089,1.2598,1.29122,1.31274
2,1,85,1.63973,1.63565,1.62992,1.6207,1.60622,1.59471,1.59184,1.60172,1.61695,1.64169,1.68272,1.74534,1.79964,1.80464,1.77169,1.72654,1.67903,1.6385,1.60557,1.5804,1.56023,1.54727,1.5457,1.55495,1.57744,1.60618,1.63513,1.65698,1.66317,1.66903,1.67425,1.70374,1.73246,1.76124,1.79378,1.77348,1.71212,1.65781,1.6335,1.62773,1.63571,1.65226,1.66331,1.66746,1.67638,1.69726,1.73194,1.76989,1.80593,1.77623,1.70899,1.64489,1.60395,1.5697,1.53463,1.49974,1.47686,1.46583,1.4685,1.48755
2,1,86,1.24433,1.15384,1.1865,1.26793,1.34753,1.4345,1.55329,1.6783,1.75971,1.77398,1.76424,1.74831,1.71648,1.69283,1.68863,1.70283,1.73136,1.7622,1.79822,1.81809,1.77149,1.70685,1.63594,1.55186,1.44678,1.32519,1.24683,1.21185,1.19327,1.1904,1.20889,1.25029,1.31703,1.39523,1.44506,1.44806,1.39692,1.28233,1.2402,1.25088,1.16247,1.19354,1.25811,1.32874,1.421,1.53266,1.65931,1.74803,1.76847,1.7583,1.74935,1.73199,1.71357,1.6925,1.68876,1.71126,1.74738,1.79259,1.82416,1.80758
2,1,87,1.24287,1.22184,1.21732,1.24524,1.31771,1.39662,1.44356,1.46196,1.45382,1.44113,1.45449,1.47363,1.46695,1.47005,1.49795,1.55182,1.60951,1.65596,1.70372,1.74014,1.7719,1.78723,1.78171,1.76674,1.76341,1.76573,1.78473,1.817,1.82074,1.76786,1.70177,1.6154,1.53983,1.47332,1.41781,1.37064,1.3274,1.29627,1.27688,1.27152,1.29441,1.35592,1.42964,1.47852,1.49988,1.48582,1.46103,1.45751,1.44674,1.41688,1.4218,1.45614,1.51285,1.555,1.58509,1.6179,1.64891,1.67745,1.68811,1.68782
2,0,88,1.05432,1.03933,1.05172,1.08178,1.1228,1.17228,1.22523,1.27593,1.3122,1.32232,1.28557,1.25698,1.23783,1.27394,1.33444,1.40341,1.47452,1.54826,1.59752,1.61702,1.61733,1.60826,1.59745,1.58368,1.56756,1.55055,1.27387,1.22159,1.18422,1.16249,1.1672,1.19251,1.2407,1.29185,1.33691,1.36742,1.38518,1.39581,1.4086,1.43852,1.44699,1.43591,1.42162,1.41991,1.47027,1.53669,1.5992,1.63355,1.6346,1.60945,1.58349,1.57134,1.56879,1.57622
2,0,89,1.29721,1.35631,1.43179,1.50487,1.55969,1.6042,1.59431,1.54542,1.51581,1.58283,1.61337,1.63035,1.65429,1.71182,1.69558,1.60182,1.50989,1.46163,1.43195,1.40849,1.40163,1.43285,1.50485,1.56877,1.62837,1.71193,1.80615,1.77768,1.61567,1.4911,1.397,1.32859,1.27914,1.25642,1.26255,1.29771,1.37007,1.46193,1.53877,1.5899,1.59658,1.59048,1.5514,1.57079,1.64249,1.6599,1.64119,1.63996,1.69747,1.69039,1.56783,1.4918,1.44703,1.4302,1.43818,1.45261,1.50803,1.57764,1.64353,1.73031
2,0,90,1.72959,1.70094,1.65058,1.57476,1.51976,1.5118,1.51524,1.50991,1.51042,1.52086,1.53196,1.55538,1.58007,1.59244,1.59336,1.58784,1.58284,1.57928,1.56207,1.50997,1.52129,1.54747,1.57986,1.61597,1.66023,1.70485,1.73608,1.74794,1.75025,1.75415,1.76346,1.77283,1.7769,1.77249,1.7646,1.75009,1.73098,1.69666,1.62616,1.56165,1.5472,1.55392,1.55531,1.55045,1.55323,1.55702,1.56852,1.58114,1.58965,1.59379,1.59316,1.59004,1.58354,1.57155,1.50944,1.49015,1.51994,1.54606,1.57056,1.60857
2,1,91,1.23894,1.20879,1.18545,1.1934,1.24116,1.30246,1.36129,1.4132,1.46984,1.52764,1.58132,1.63331,1.6918,1.73774,1.76277,1.7737,1.78084,1.75072,1.72694,1.72357,1.73792,1.76538,1.7981,1.80579,1.76857,1.76582,1.81399,1.81714,1.78552,1.76706,1.76989,1.76962,1.74723,1.70819,1.64993,1.59263,1.52048,1.41317,1.3438,1.30669,1.26293,1.21655,1.19625,1.20943,1.24727,1.28775,1.33148,1.3778,1.41987,1.46781,1.5272,1.61499,1.68771,1.73016,1.76022,1.76045,1.78031,1.79266,1.78731,1.78407
2,0,92,1.53152,1.53976,1.54181,1.54911,1.53657,1.495,1.46561,1.43945,1.4359,1.44002,1.52278,1.60069,1.69846,1.79346,1.83804,1.77854,1.72327,1.67828,1.65768,1.64953,1.6515,1.66639,1.69502,1.73394,1.77912,1.80018,1.74728,1.66001,1.59737,1.55376,1.51087,1.47882,1.47308,1.50214,1.53345,1.54204,1.5278,1.52133,1.518,1.48976,1.46238,1.45096,1.4273,1.42381,1.46869,1.53885,1.61982,1.7159,1.80983,1.83781,1.77725,1.72403,1.69097,1.67984,1.67787,1.68537,1.70412,1.73529,1.77176,1.80176
